position,rank,pfr_name,prospect_model_percentile,outcome_percentile,prospect_percentile_reference_n,draft_team,draft_round,draft_pick,pred_best2of3_ppg,pred_peak3_ppg,pred_rookie_ppg,pred_avg3_ppg,pred_total3_ppr,pred80_low,pred80_high,pred90_low,pred90_high,hit_probability,college_match,fuzzy_match,scout_boost
TE,6,Sam Roush,68.10344827586206,68.51851851851852,232,CHI,3,69,4.044895445670111,5.173216983296812,2.1379812589861116,2.971712974446771,145.2886674736375,1.1672114836805365,6.922579407659685,0.0,8.60487887009944,0.41642585,1.0,0.0,0.030760931185469076
TE,7,Eli Raridon,67.67241379310344,68.14814814814815,232,NWE,3,95,4.018446792915301,5.2060359640009874,1.875726974250074,3.174317158858666,153.04521195027198,1.140762830925727,6.896130754904876,0.0,8.578430217344632,0.16023512,1.0,0.0,0.12268806906242258
TE,8,Nate Boerkircher,62.06896551724138,65.55555555555556,232,JAX,2,56,3.6184626638190243,4.257253573911501,1.579129927314749,2.7343480980309516,139.20422691023262,0.7407787018294498,6.496146625808599,0.0,8.178446088248354,0.21983121,1.0,0.0,1.2234354459581045
TE,9,Oscar Delp,57.327586206896555,64.07407407407408,232,NOR,3,73,3.3962940802684702,4.090947007147846,1.487663867627471,2.3865939934550537,123.82767818213529,0.5186101182788958,6.273978042258045,0.0,7.9562775046978,0.13753626,1.0,0.0,0.6569710811174243
TE,10,Matthew Hibner,56.03448275862068,62.96296296296296,232,BAL,4,133,3.305785028753923,4.173544691830115,1.7024934253829733,2.6836524521090617,130.22095166801455,0.42810106676434856,6.183468990743497,0.0,7.865768453183253,0.062425792,1.0,0.0,-0.6962461322034565
TE,11,Justin Joly,50.43103448275862,60.0,232,DEN,5,152,3.0606238619704866,3.656893948089145,1.9263367115202725,2.325937121840892,114.85830151340723,0.1829398999809122,5.938307823960061,0.0,7.620607286399816,0.074612975,1.0,0.0,-0.4268310187993656
TE,12,Will Kacmarek,50.0,59.62962962962963,232,MIA,3,87,2.96991387449152,3.5374639749582806,1.0844783535045714,2.2467032948360672,108.39586846042845,0.09222991250194568,5.8475978364810945,0.0,7.52989729892085,0.0733389,1.0,0.0,0.7965486428209001
TE,13,Seydou Traore,45.258620689655174,56.2962962962963,232,MIA,5,180,2.6449425848422115,3.135145451185136,1.7384198976502019,2.1867240172162696,102.60676145695572,0.0,5.522626546831786,0.0,7.204926009271541,0.060513556,1.0,0.0,-0.5093820355513365
TE,14,Bauer Sharp,41.37931034482759,56.2962962962963,232,TAM,6,185,2.55521642760659,2.8740689273996303,1.7144780951902905,1.9728455763172421,97.17360087880374,0.0,5.432900389596164,0.0,7.11519985203592,0.08662432,1.0,0.0,-0.49695380715914794
TE,15,Josh Cuevas,33.62068965517241,50.74074074074074,232,BAL,5,173,2.106412673386953,2.7906949921915154,1.3900787043214724,1.7545898997030884,84.4162708535909,0.0,4.9840966353765275,0.0,6.666396097816283,0.03382579,1.0,0.0,-0.13737614754678606
