position,model,eligible,n,mae,rmse,pearson,weekly_spearman,top1,top3,top5
K,ridge_slope_h18_a100_centered0.5,False,1088,3.4895270254277184,4.4029156177715905,0.12514242328510178,0.11562001205964052,8.555555555555555,8.88888888888889,8.83888888888889
K,ridge_slope_h18_a100_centered1.0,False,1088,3.491569485413601,4.4034659834285454,0.12095090110130352,0.11562001205964052,8.555555555555555,8.88888888888889,8.83888888888889
K,ridge_slope_h18_a1000_centered0.5,False,1088,3.4887051906871838,4.403420517140581,0.12693520692848098,0.11562001205964052,8.555555555555555,8.88888888888889,8.83888888888889
K,ridge_slope_h18_a1000_centered1.0,False,1088,3.4892997630232565,4.403108469543886,0.1254876547407199,0.11562001205964052,8.555555555555555,8.88888888888889,8.83888888888889
K,ridge_slope_h54_a100_centered0.5,False,1088,3.4893287555127195,4.4030119181356415,0.1254212248190607,0.11562001205964052,8.555555555555555,8.88888888888889,8.83888888888889
K,ridge_slope_h54_a100_centered1.0,False,1088,3.4911697053083803,4.403348285593252,0.12173005352564165,0.11562001205964052,8.555555555555555,8.88888888888889,8.83888888888889
K,ridge_slope_h54_a1000_centered0.5,False,1088,3.4887318769765567,4.403437894788281,0.12673121642175028,0.11562001205964052,8.555555555555555,8.88888888888889,8.83888888888889
K,ridge_slope_h54_a1000_centered1.0,False,1088,3.489484873561649,4.4032101598969335,0.1250274527033695,0.11562001205964052,8.555555555555555,8.88888888888889,8.83888888888889
K,ridge_market_h18_a100_centered0.5,False,1088,3.4920241981793603,4.402213044941783,0.12757383000282344,0.12447394130146058,8.38888888888889,8.851851851851851,8.899999999999999
K,ridge_market_h18_a100_centered1.0,False,1088,3.4988293495742995,4.406352049336325,0.12103401436684345,0.1330942813204216,8.0,8.74074074074074,9.011111111111111
K,ridge_market_h18_a1000_centered0.5,False,1088,3.4899387909464954,4.403553155300249,0.12706503349988893,0.11749300943144537,8.86111111111111,9.00925925925926,9.011111111111111
K,ridge_market_h18_a1000_centered1.0,False,1088,3.4920323415499457,4.403976488702572,0.12509995022051792,0.12205387187191954,8.63888888888889,9.064814814814817,8.872222222222224
K,ridge_market_h54_a100_centered0.5,False,1088,3.491856842052389,4.402415321544575,0.1277685029519913,0.1239362199914977,8.36111111111111,8.796296296296296,8.894444444444442
K,ridge_market_h54_a100_centered1.0,False,1088,3.4986022710166473,4.406547545893852,0.12173005131990144,0.1366205374381921,7.833333333333333,8.592592592592592,8.966666666666669
K,ridge_market_h54_a1000_centered0.5,False,1088,3.490130395253192,4.403556088011475,0.12717980201123008,0.11951869123370876,8.527777777777779,9.083333333333334,8.977777777777778
